source	target	interaction	genes	size	similarity
SRP_dependent_cotranslational_protein_targeting_to_membrane	Nonsense_Mediated_Decay_NMD_independent_of_the_Exon_Junction_Complex_EJC	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38	85	0.896325896325896
SRP_dependent_cotranslational_protein_targeting_to_membrane	Translation	overlap	Rpl3l,Srp72,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Srp54a,Srp54b,Rplp0,Srp14,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Srp68,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Srp9	91	0.707762557077626
SRP_dependent_cotranslational_protein_targeting_to_membrane	rRNA_processing	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38	85	0.701839596867221
SRP_dependent_cotranslational_protein_targeting_to_membrane	rRNA_processing_in_the_nucleus_and_cytosol	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38	85	0.701839596867221
Synthesis_of_DNA	Activation_of_the_pre_replicative_complex	overlap	Pole2,Orc4,Cdc6,Prim1,Mcm3,Prim2,Pola2,Mcm4,Mcm2,Mcm6,Cdk2,Orc2,Mcm7,Rpa1,Pole4,Rpa3,Mcm8,Orc3,Pole3,Orc5,Pole,Orc1,Pola1,Cdt1	24	0.578176665092111
Synthesis_of_DNA	DNA_Replication	overlap	Cdc27,Pold2,Pole2,Orc4,Cdc6,Ubb,Ubc,Pcna,Prim1,Mcm3,Prim2,Pola2,Rfc1,Mcm4,Ccna2,Pold1,Ube2e1,Anapc1,Anapc15,Ube2d1,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Ccne1,Mcm7,Dna2,Cdc23,Anapc5,Anapc2,Anapc10,Rfc3,Cdc16,Rpa1,Anapc4,Rfc4,Cdc26,Gins4,Anapc16,Anapc11,Pole4,Rpa3,Pold4,Mcm8,Gins1,Rfc5,Ube2c,Gins2,Pold3,Orc3,Pole3,Fzr1,Skp1a,Cul1,Rfc2,Orc5,Pole,Anapc7,Skp2,Orc1,Ccne2,Pola1,Cdt1,Gins3	68	0.783333333333333
Synthesis_of_DNA	G1S_Transition	overlap	Pole2,Orc4,Cdc6,Ubb,Ubc,Prim1,Mcm3,Prim2,Pola2,Mcm4,Ccna2,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Ccne1,Mcm7,Rpa1,Pole4,Rpa3,Mcm8,Orc3,Pole3,Skp1a,Cul1,Orc5,Pole,Skp2,Orc1,Ccne2,Pola1,Cdt1	35	0.52522349936143
Synthesis_of_DNA	Orc1_removal_from_chromatin	overlap	Orc4,Cdc6,Ubb,Ubc,Mcm3,Mcm4,Ccna2,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Mcm7,Mcm8,Orc3,Skp1a,Cul1,Orc5,Skp2,Orc1,Cdt1	24	0.676470588235294
Synthesis_of_DNA	S_Phase	overlap	Cdc27,Pold2,Pole2,Orc4,Cdc6,Ubb,Ubc,Pcna,Prim1,Mcm3,Prim2,Pola2,Rfc1,Mcm4,Ccna2,Pold1,Ube2e1,Anapc1,Anapc15,Ube2d1,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Ccne1,Mcm7,Dna2,Cdc23,Anapc5,Anapc2,Anapc10,Rfc3,Cdc16,Rpa1,Anapc4,Rfc4,Cdc26,Gins4,Anapc16,Anapc11,Pole4,Rpa3,Pold4,Mcm8,Gins1,Rfc5,Ube2c,Gins2,Pold3,Orc3,Pole3,Fzr1,Skp1a,Cul1,Rfc2,Orc5,Pole,Anapc7,Skp2,Orc1,Ccne2,Pola1,Cdt1,Gins3	68	0.890804597701149
Synthesis_of_DNA	Switching_of_origins_to_a_post_replicative_state	overlap	Cdc27,Orc4,Cdc6,Ubb,Ubc,Mcm3,Mcm4,Ccna2,Ube2e1,Anapc1,Anapc15,Ube2d1,Rbx1,Rps27a,Uba52,Mcm2,Mcm6,Cdk2,Orc2,Ccna1,Ccne1,Mcm7,Cdc23,Anapc5,Anapc2,Anapc10,Cdc16,Anapc4,Cdc26,Anapc16,Anapc11,Mcm8,Ube2c,Orc3,Fzr1,Skp1a,Cul1,Orc5,Anapc7,Skp2,Orc1,Ccne2,Cdt1	43	0.816176470588235
Synthesis_of_DNA	Resolution_of_AP_sites_via_the_multiple_nucleotide_patch_replacement_pathway	overlap	Pold2,Pole2,Pcna,Rfc1,Pold1,Rfc3,Rpa1,Rfc4,Pole4,Rpa3,Pold4,Rfc5,Pold3,Pole3,Rfc2,Pole	16	0.511111111111111
The_citric_acid_TCA_cycle_and_respiratory_electron_transport	Complex_I_biogenesis	overlap	Ndufaf6,Ndufaf5,Ndufb11,Ndufa1,Nd1,Nd2,Nd3,Nd4,Nd5,Nd6,Ndufs6,Ndufb6,Ndufaf2,Ndufa12,Ndufv3,Timmdc1,Acad9,Ndufs1,Ndufs2,Ndufv1,Ndufa10,Ndufa5,Ndufb2,Ndufc2,Ndufa2,Ndufa3,Ndufb4,Ndufb4c,Ndufb4b,Ndufb5,Ndufb9,Ndufc1,Ndufa6,Ndufb3,Ndufab1,Ndufb7,Ndufaf7,Ndufaf1,Ndufs4,Ndufaf4,Tmem126b,Ndufb8,Ndufv2,Ndufa9,Ndufs7,Ndufa8,Ndufb10,Ndufs3,Ndufa13,Ndufaf3,Ecsit,Ndufa7,Ndufs5	53	0.70703125
The_citric_acid_TCA_cycle_and_respiratory_electron_transport	Pyruvate_metabolism_and_Citric_Acid_TCA_cycle	overlap	Pdk4,Ldhb,Bsg,Rxra,Ppard,Pdha1,Pdha2,Idh3g,Pdp1,Pdp2,Pdpr,Pdk1,Pdhx,Dlat,Sdha,Pdk3,Sdhb,Sdhc,Pdhb,Idh3a,Pdk2,Suclg1,Dld,Slc16a8,Ldhc,Ldha,Me1,Mdh2,Slc16a1,Idh2,Slc16a3,Fh1,Me3,Ldhal6b,D2hgdh,Fahd1,Adhfe1,Idh3b,L2hgdh,Hagh,Me2,Aco2,Sdhd,Cs,Suclg2,Sucla2,Vdac1	47	0.68359375
The_citric_acid_TCA_cycle_and_respiratory_electron_transport	Respiratory_electron_transport	overlap	Ndufaf6,Ndufaf5,Ndufb11,Ndufa1,Nd1,Nd2,Nd3,Nd4,Nd5,Nd6,Ndufs6,Ndufb6,Ndufaf2,Ndufa12,Ndufv3,Timmdc1,Acad9,Ndufs1,Ndufs2,Ndufv1,Etfdh,Ndufa10,Ndufa5,Ndufb2,Ndufc2,Ndufa2,Ndufa3,Ndufb4,Ndufb4c,Ndufb4b,Ndufb5,Ndufb9,Ndufc1,Ndufa6,Ndufb3,Ndufab1,Ndufb7,Ndufaf7,Ndufaf1,Ndufs4,Ndufaf4,Tmem126b,Ndufb8,Ndufv2,Ndufa9,Ndufs7,Ndufa8,Ndufb10,Ndufs3,Etfb,Ndufa13,Ndufaf3,Ecsit,Ndufa7,Ndufs5,Etfa	56	0.71875
The_citric_acid_TCA_cycle_and_respiratory_electron_transport	Respiratory_electron_transport_ATP_synthesis_by_chemiosmotic_coupling_and_heat_production_by_uncoupling_proteins.	overlap	Ndufaf6,Ndufaf5,Ndufb11,Ndufa1,Atp6,Nd1,Nd2,Nd3,Nd4,Nd5,Nd6,Atp8,Ndufs6,Atp5j2,Atp5e,Atp5g2,Atp5g3,Atp5b,Atp5j,Atp5a1,Atp5k,Ndufb6,Ndufaf2,Ndufa12,Ndufv3,Timmdc1,Acad9,Ndufs1,Atp5c1,Ndufs2,Ndufv1,Etfdh,Ndufa10,Ndufa5,Atp5l,Ndufb2,Ndufc2,Ndufa2,Ndufa3,Ndufb4,Ndufb4c,Ndufb4b,Ndufb5,Ndufb9,Atp5f1,Ndufc1,Ndufa6,Ndufb3,Ndufab1,Ndufb7,Atp5g1,Ndufaf7,Ndufaf1,Ndufs4,Ndufaf4,Tmem126b,Atp5d,Ndufb8,Ndufv2,Atp5o,Ndufa9,Ndufs7,Ndufa8,Ndufb10,Ndufs3,Etfb,Atp5h,Ndufa13,Ndufaf3,Ecsit,Ndufa7,Coq10a,Ucp1,Ucp3,Ucp2,Coq10b,Ndufs5,Slc25a27,Slc25a14,Dmac2l,Etfa	81	0.81640625
The_citric_acid_TCA_cycle_and_respiratory_electron_transport	Citric_acid_cycle_TCA_cycle	overlap	Idh3g,Sdha,Sdhb,Sdhc,Idh3a,Suclg1,Mdh2,Idh2,Fh1,Me3,Fahd1,Idh3b,Me2,Aco2,Sdhd,Cs,Suclg2,Sucla2	18	0.5703125
The_citric_acid_TCA_cycle_and_respiratory_electron_transport	Regulation_of_pyruvate_dehydrogenase_PDH_complex	overlap	Pdk4,Rxra,Ppard,Pdha1,Pdha2,Pdp1,Pdp2,Pdpr,Pdk1,Pdhx,Dlat,Pdk3,Pdhb,Pdk2,Dld	15	0.55859375
The_citric_acid_TCA_cycle_and_respiratory_electron_transport	Pyruvate_metabolism	overlap	Pdk4,Ldhb,Bsg,Rxra,Ppard,Pdha1,Pdha2,Pdp1,Pdp2,Pdpr,Pdk1,Pdhx,Dlat,Pdk3,Pdhb,Pdk2,Dld,Slc16a8,Ldhc,Ldha,Me1,Slc16a1,Slc16a3,Ldhal6b,Hagh,Vdac1	26	0.6015625
Translation	Activation_of_the_mRNA_upon_binding_of_the_cap_binding_complex_and_eIFs_and_subsequent_binding_to_43S	overlap	Eif3d,Eif4a2,Rps16,Rpsa,Eif3a,Rps2,Eif3e,Eif4a1,Rps20,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rps6,Loc105244208,Rps15,Rps24,Rps25,Rps26,Rps28,Rps3,Rps27a,Eif4e,Rps17,Rps10,Rps3a1,Rps5,Eif3j1,Eif4ebp1,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Eif2s1,Rps27l,Eif4b,Eif1ax,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Rps21,Rps19,Eif3k,Eif3f,Eif3i,Eif4h,Eif2s3x,Eif3g,Pabpc1	59	0.634703196347032
Translation	Cap_dependent_Translation_Initiation	overlap	Eif2b3,Rpl3l,Rpl35a,Eif3d,Eif4a2,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Eif3a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif5,Eif3e,Eif4a1,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Eif4e,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif3j1,Eif4ebp1,Eif2b4,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Eif2s1,Rps27l,Eif4b,Eif1ax,Rpl24,Eif2b5,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Eif2b1,Eif2b2,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Eif3k,Eif3f,Rpl38,Eif3i,Eif4h,Eif2s3x,Eif3g,Eif5b,Pabpc1	118	0.769406392694064
Translation	Eukaryotic_Translation_Initiation	overlap	Eif2b3,Rpl3l,Rpl35a,Eif3d,Eif4a2,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Eif3a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif5,Eif3e,Eif4a1,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Eif4e,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif3j1,Eif4ebp1,Eif2b4,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Eif2s1,Rps27l,Eif4b,Eif1ax,Rpl24,Eif2b5,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Eif2b1,Eif2b2,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Eif3k,Eif3f,Rpl38,Eif3i,Eif4h,Eif2s3x,Eif3g,Eif5b,Pabpc1	118	0.769406392694064
Translation	Formation_of_a_pool_of_free_40S_subunits	overlap	Rpl3l,Rpl35a,Eif3d,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Eif3a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif3e,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif3j1,Eif3j2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Eif1ax,Rpl24,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Eif3k,Eif3f,Rpl38,Eif3i,Eif3g	100	0.728310502283105
Translation	Formation_of_the_ternary_complex_and_subsequently_the_43S_complex	overlap	Eif3d,Rps16,Rpsa,Eif3a,Rps2,Eif3e,Rps20,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rps6,Loc105244208,Rps15,Rps24,Rps25,Rps26,Rps28,Rps3,Rps27a,Rps17,Rps10,Rps3a1,Rps5,Eif3j1,Eif3j2,Rps9,Rps27,Rps27rt,Eif2s1,Rps27l,Eif1ax,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Rps21,Rps19,Eif3k,Eif3f,Eif3i,Eif2s3x,Eif3g	51	0.616438356164384
Translation	GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit	overlap	Rpl3l,Rpl35a,Eif3d,Eif4a2,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Eif3a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif5,Eif3e,Eif4a1,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Eif4e,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif3j1,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Eif2s1,Rps27l,Eif4b,Eif1ax,Rpl24,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Eif3k,Eif3f,Rpl38,Eif3i,Eif4h,Eif2s3x,Eif3g,Eif5b	111	0.753424657534247
Translation	L13a_mediated_translational_silencing_of_Ceruloplasmin_expression	overlap	Rpl3l,Rpl35a,Eif3d,Eif4a2,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Eif3a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Eif3e,Eif4a1,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Eif4e,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Eif3j1,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Eif2s1,Rps27l,Eif4b,Eif1ax,Rpl24,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Eif3k,Eif3f,Rpl38,Eif3i,Eif4h,Eif2s3x,Eif3g,Pabpc1	110	0.751141552511416
Translation	Nonsense_Mediated_Decay_NMD	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Gspt2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Gspt1,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Pabpc1,Etf1	90	0.584180501718716
Translation	Nonsense_Mediated_Decay_NMD_enhanced_by_the_Exon_Junction_Complex_EJC	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Gspt2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Gspt1,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Pabpc1,Etf1	90	0.584180501718716
Translation	Nonsense_Mediated_Decay_NMD_independent_of_the_Exon_Junction_Complex_EJC	overlap	Rpl3l,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Rplp0,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Gspt2,Eif4g1,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Rpl24,Gspt1,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Pabpc1,Etf1	90	0.686573670444638
Translation	Ribosomal_scanning_and_start_codon_recognition	overlap	Eif3d,Eif4a2,Rps16,Rpsa,Eif3a,Rps2,Eif3e,Eif4a1,Rps20,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rps6,Loc105244208,Rps15,Rps24,Rps25,Rps26,Rps28,Rps3,Rps27a,Eif4e,Rps17,Rps10,Rps3a1,Rps5,Eif3j1,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Eif2s1,Rps27l,Eif4b,Eif1ax,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Rps21,Rps19,Eif3k,Eif3f,Eif3i,Eif4h,Eif2s3x,Eif3g	57	0.63013698630137
Translation	SRP_dependent_cotranslational_protein_targeting_to_membrane	overlap	Rpl3l,Srp72,Rpl35a,Rpl27a,Rps16,Rpl7,Rpsa,Srp54a,Srp54b,Rplp0,Srp14,Rpl13a,Rps2,Rpl3,Rpl12,Rpl18,Rpl28,Rpl6,Rpl29,Gm8210,Rplp1,Rpl5,Rpl13,Rpl9,Rps20,Rpl26,Rpl27,Loc108167922,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rpl18a,Rpl23a,Rps6,Loc105244208,Rpl23,Loc100044627,Loc100862455,Rps15,Rps24,Rps25,Rps26,Rps28,Rpl30,Rpl39,Rpl31,Rps3,Rpl32,Rpl8,Rps27a,Uba52,Rps17,Rps10,Rpl22,Rpl36a,Rpl36al,Rpl19,Rpl10l,Rps3a1,Rps5,Rplp2,Rps9,Rps27,Rps27rt,Rpl10,Rpl35,Rps27l,Srp68,Rpl24,Rpl39l,Rps21,Rpl14,Rpl11,Rpl15,Rps19,Rpl34,Rpl34-Ps1,Gm4705,Rpl22l1,Rpl37,Rpl37rt,Rpl4,Rpl38,Srp9	91	0.707762557077626
Translation	Translation_initiation_complex_formation	overlap	Eif3d,Eif4a2,Rps16,Rpsa,Eif3a,Rps2,Eif3e,Eif4a1,Rps20,Rps7,Rps8,Rps15a,Rps14,Rps23,Rps18,Rps29,Rps11,Rps13,Rps4x,Rps6,Loc105244208,Rps15,Rps24,Rps25,Rps26,Rps28,Rps3,Rps27a,Eif4e,Rps17,Rps10,Rps3a1,Rps5,Eif3j1,Eif3j2,Eif4g1,Rps9,Rps27,Rps27rt,Eif2s1,Rps27l,Eif4b,Eif1ax,Eif3b,Eif3l,Eif3c,Eif3h,Eif3m,Eif2s2,Rps21,Rps19,Eif3k,Eif3f,Eif3i,Eif4h,Eif2s3x,Eif3g,Pabpc1	58	0.632420091324201
