Geneid	Length	hisat2_aligned/FFA-control-1_S10.bam	hisat2_aligned/FFA-control-2_S11.bam	hisat2_aligned/FFA-control-3_S12.bam	hisat2_aligned/TEADap-inh-1_S13.bam	hisat2_aligned/TEADap-inh-2_S14.bam	hisat2_aligned/TEADsf-inh-1_S16.bam	hisat2_aligned/TEADsf-inh-2_S17.bam	hisat2_aligned/TEADsf-inh-3_S18.bam
ENSG00000151490	20254	9	6	3	7	12	8	8	23
ENSG00000111701	894	0	0	0	0	0	0	0	0
ENSG00000172243	4190	29	14	5	10	15	14	24	33
ENSG00000247157	4456	14	10	6	10	12	16	11	14
ENSG00000275119	512	0	0	1	0	0	0	0	0
ENSG00000111261	5716	139	122	28	141	135	124	133	216
ENSG00000256084	640	0	0	0	0	0	0	0	0
ENSG00000286303	343	4	1	0	2	1	2	3	2
ENSG00000255790	1254	0	0	0	0	0	0	0	0
ENSG00000255641	998	0	0	0	0	0	0	0	0
ENSG00000118976	3067	0	0	0	0	0	0	2	3
ENSG00000255734	734	0	0	0	0	0	0	0	0
ENSG00000255973	289	0	0	0	0	0	0	0	0
ENSG00000226091	5663	0	0	0	0	0	0	0	1
ENSG00000274551	290	0	0	0	0	0	0	0	0
ENSG00000244131	645	0	0	0	0	0	0	0	0
ENSG00000256626	609	0	0	0	0	0	0	0	0
ENSG00000121335	1795	0	0	0	0	0	0	0	0
ENSG00000256155	562	0	0	0	0	0	0	0	0
ENSG00000166535	7156	0	0	0	0	0	0	1	0
ENSG00000242405	511	1	0	0	1	0	0	0	1
ENSG00000256627	660	0	0	0	0	0	0	0	0
ENSG00000256450	927	1	1	0	0	0	0	2	2
ENSG00000060140	3440	0	0	0	0	0	0	0	0
ENSG00000060982	11415	81	50	12	127	77	72	69	131
ENSG00000213809	3044	0	0	0	0	0	0	0	0
ENSG00000257016	270	0	0	0	0	0	0	0	0
ENSG00000237303	274	0	0	0	0	0	0	3	0
ENSG00000256157	196	0	0	0	0	0	0	0	0
ENSG00000211455	6863	754	724	125	630	747	547	580	1039
ENSG00000188991	2923	0	1	0	0	0	0	0	0
ENSG00000256004	572	0	0	0	0	0	0	0	0
ENSG00000111713	3214	28	28	5	31	37	28	46	45
ENSG00000256256	486	0	0	0	0	0	0	0	0
ENSG00000165714	6522	115	131	27	114	96	86	117	187
ENSG00000230657	923	0	0	0	0	0	0	0	0
ENSG00000270857	437	0	0	0	0	0	0	0	0
ENSG00000008394	7441	16602	15555	2424	16859	17960	16250	17037	25741
ENSG00000241451	241	0	0	0	0	0	0	0	0
ENSG00000256564	603	1	1	1	3	0	0	0	4
ENSG00000205846	1646	0	0	0	0	0	0	0	1
ENSG00000285854	5157	2	0	0	1	0	0	1	1
ENSG00000187569	1100	0	0	0	0	0	0	0	0
ENSG00000255749	315	0	0	0	0	0	0	0	0
ENSG00000213235	1414	4	3	0	2	2	0	4	7
ENSG00000241828	328	0	0	0	0	0	0	0	0
ENSG00000257062	855	0	0	0	0	0	0	0	1
ENSG00000256237	188	0	0	0	0	0	0	0	0
ENSG00000256973	738	0	0	0	1	2	1	2	2
ENSG00000246115	353	0	0	0	0	0	0	0	0
ENSG00000226210	1817	60	57	9	55	49	48	55	96
ENSG00000278654	524	0	1	0	0	0	1	2	2
ENSG00000257262	571	0	0	0	0	0	0	0	0
ENSG00000243141	479	0	0	0	0	0	0	0	0
ENSG00000256756	516	0	0	1	0	0	0	1	2
ENSG00000186136	945	0	0	0	0	0	0	0	0
ENSG00000256371	915	0	0	0	0	0	0	0	0
ENSG00000257237	316	0	0	0	0	0	0	0	0
ENSG00000285724	1834	0	0	0	0	0	0	0	0
ENSG00000256923	424	0	0	0	0	0	0	0	0
ENSG00000255910	2755	2	1	0	2	0	0	0	1
ENSG00000258144	1368	0	0	0	0	0	0	0	0
ENSG00000256987	1380	0	0	0	0	0	0	0	0
ENSG00000110975	5082	0	0	0	0	1	0	0	0
ENSG00000270807	365	0	0	0	0	0	0	0	0
ENSG00000151491	8540	1154	1109	241	1209	1229	1049	1129	1970
ENSG00000286566	542	0	0	0	0	0	0	0	0
ENSG00000256896	1296	0	0	0	0	0	0	2	0
ENSG00000255983	1405	0	0	0	1	0	0	0	0
ENSG00000139174	8223	2	0	1	0	1	4	3	2
ENSG00000111224	6200	50	69	14	79	79	48	64	124
ENSG00000275764	1861	95	70	13	64	66	67	74	110
ENSG00000130038	12466	8	4	4	14	4	9	9	12
ENSG00000256356	2069	13	15	4	23	24	19	24	42
ENSG00000255763	231	0	0	0	0	0	0	0	0
ENSG00000256482	451	0	0	0	0	0	0	0	0
ENSG00000254381	1351	0	0	0	0	0	0	0	0
ENSG00000234428	876	0	0	0	0	0	0	0	0
ENSG00000245648	6428	0	0	0	0	0	0	0	0
ENSG00000277705	247	0	0	0	0	0	0	0	0
ENSG00000256538	2736	0	0	0	0	0	0	0	1
ENSG00000023697	2813	846	770	130	946	908	788	846	1324
ENSG00000274624	830	0	0	0	0	0	0	0	0
ENSG00000256499	1344	0	0	0	0	0	0	0	0
ENSG00000121380	5112	2	8	1	3	2	1	3	4
ENSG00000283240	1094	3	2	1	4	3	1	2	6
ENSG00000179715	2618	11	15	2	9	16	10	13	16
ENSG00000139044	7292	20	25	8	26	28	22	19	46
ENSG00000257756	1074	0	0	0	0	0	0	0	0
ENSG00000139209	4145	804	828	160	666	590	685	608	1095
ENSG00000288532	475	0	0	0	0	0	0	0	0
ENSG00000256134	720	0	0	0	0	0	0	0	0
ENSG00000139160	6868	30	28	3	26	29	33	31	52
ENSG00000257730	177	0	0	0	0	0	0	0	0
ENSG00000151743	3137	31	29	3	35	27	28	28	35
ENSG00000255565	465	0	0	1	0	0	0	0	0
ENSG00000256615	578	0	0	0	0	0	0	0	0
ENSG00000257042	792	0	0	0	0	0	0	0	0
ENSG00000271418	301	0	0	0	0	0	0	0	0
ENSG00000275286	543	0	0	0	0	0	0	0	0
ENSG00000276431	211	0	0	0	0	0	0	0	0
ENSG00000270718	235	0	0	0	0	0	0	0	0
ENSG00000258202	419	0	0	0	0	0	0	0	0
ENSG00000205857	996	0	0	0	1	0	0	0	0
ENSG00000256686	772	0	0	0	0	0	0	0	0
ENSG00000023734	2215	1432	1280	188	1378	1365	1186	1220	2130
ENSG00000256995	6590	0	0	0	1	0	1	0	0
ENSG00000258352	603	0	0	0	0	1	0	0	0
ENSG00000111405	2679	0	0	0	0	0	0	0	0
ENSG00000256640	460	0	0	0	0	0	0	0	0
ENSG00000255991	802	0	0	0	0	0	0	0	0
ENSG00000188375	1114	4	4	0	2	3	0	1	3
ENSG00000255836	1211	1	3	0	4	4	2	0	5
ENSG00000064102	3059	202	178	25	219	204	188	199	340
ENSG00000167778	3463	401	357	70	457	395	350	373	712
ENSG00000257700	761	0	0	0	0	0	0	0	0
ENSG00000255871	2178	3	3	0	1	1	3	2	4
ENSG00000257510	2460	0	0	0	0	0	0	0	0
ENSG00000257319	499	0	0	0	0	0	0	0	0
ENSG00000242444	865	0	0	0	0	0	0	0	0
ENSG00000257292	620	0	0	0	0	0	0	0	0
ENSG00000285732	2503	0	0	0	0	0	0	0	0
ENSG00000255858	1132	0	0	0	0	0	0	0	0
ENSG00000256321	1629	0	0	0	0	0	0	0	0
ENSG00000131982	429	0	0	0	0	0	0	0	0
ENSG00000135447	3984	265	316	21	179	134	202	217	327
ENSG00000287455	1628	0	0	0	0	0	0	0	0
ENSG00000274723	815	0	0	0	0	0	0	0	0
ENSG00000286671	942	0	0	0	0	0	0	0	0
ENSG00000276058	440	0	0	0	1	1	0	1	0
ENSG00000139173	3440	39	31	6	40	40	34	40	51
ENSG00000257987	662	0	0	0	0	0	0	0	0
ENSG00000257616	2441	0	0	0	0	1	0	1	2
ENSG00000256185	172	0	0	0	0	0	0	0	0
ENSG00000151229	10023	120	107	33	108	98	96	102	175
ENSG00000179919	951	0	0	0	0	0	0	0	0
ENSG00000274591	368	1	0	0	0	1	0	2	1
ENSG00000180116	4454	0	1	0	0	0	0	1	0
ENSG00000111704	5392	0	0	0	2	0	0	0	0
ENSG00000111371	10015	1482	1509	269	1800	1646	1389	1499	2702
ENSG00000245482	2179	1	0	0	1	1	0	0	2
ENSG00000255725	1229	0	1	0	1	0	0	0	0
ENSG00000175548	11258	39	34	10	43	45	59	44	72
ENSG00000256986	708	0	0	0	0	0	0	0	0
ENSG00000280054	2448	1	0	0	0	1	1	0	0
ENSG00000178449	970	278	277	27	350	276	231	259	428
ENSG00000257114	1480	0	0	0	0	0	0	0	1
ENSG00000284682	285	0	0	0	0	0	0	0	0
ENSG00000256226	615	0	0	0	3	0	0	0	0
ENSG00000129315	7381	219	218	49	229	186	189	182	359
ENSG00000256774	324	0	0	0	0	0	0	0	0
ENSG00000134294	6509	8571	9482	2246	5921	5352	5319	4149	8282
ENSG00000257173	471	0	0	0	0	0	0	0	0
ENSG00000258763	681	0	0	0	0	0	0	0	0
ENSG00000273853	543	0	0	0	0	0	0	0	0
ENSG00000260492	2033	0	0	0	0	0	0	0	0
ENSG00000257771	8975	0	0	0	0	0	0	0	0
ENSG00000255628	534	0	0	0	0	0	0	0	0
ENSG00000135413	882	0	0	0	0	0	0	0	0
ENSG00000257588	1574	0	0	0	0	0	0	0	0
ENSG00000258278	1485	0	0	0	0	0	0	0	0
ENSG00000185652	2923	8	8	3	5	5	3	5	4
ENSG00000278842	1204	0	0	0	1	0	0	0	0
ENSG00000257927	298	0	0	0	0	0	0	0	0
ENSG00000133704	6809	374	437	77	526	462	422	392	726
ENSG00000257331	1879	0	0	0	0	0	0	0	1
ENSG00000257645	156	0	0	0	0	0	0	0	0
ENSG00000167588	3822	1870	1578	260	1408	1439	1504	1592	2544
ENSG00000287386	512	0	0	0	0	0	0	0	0
ENSG00000258369	470	0	0	0	0	0	0	0	0
ENSG00000257228	1274	0	0	0	0	0	0	0	0
ENSG00000272368	1117	1	4	1	3	8	8	2	8
ENSG00000167566	8090	187	181	42	138	127	127	116	197
ENSG00000257906	2805	0	2	0	0	1	2	0	1
ENSG00000115934	1329	0	0	0	0	0	0	0	0
ENSG00000257947	567	0	0	0	0	0	0	0	0
ENSG00000256440	373	0	0	0	0	0	0	0	0
ENSG00000258794	1261	1	0	0	0	0	0	1	0
ENSG00000182199	4592	1755	1499	240	1977	1850	1521	1850	2905
ENSG00000135423	4141	292	250	47	232	281	311	352	526
ENSG00000161634	878	0	0	0	0	0	0	0	0
ENSG00000270273	271	0	0	0	0	0	0	0	0
ENSG00000250788	1324	0	0	0	0	0	0	0	0
ENSG00000256625	983	0	2	1	1	2	2	2	4
ENSG00000005175	5350	174	194	28	217	190	158	168	309
ENSG00000257402	1181	0	0	0	0	0	0	0	0
ENSG00000259937	1025	0	0	0	0	0	0	0	0
ENSG00000185069	2529	0	0	0	0	0	0	0	0
ENSG00000258239	688	0	0	0	0	0	0	0	0
ENSG00000256663	1423	0	0	0	0	0	1	1	0
ENSG00000258184	391	0	0	0	0	0	0	0	0
ENSG00000256389	4220	0	0	0	0	0	0	0	0
ENSG00000213363	605	0	1	0	0	1	1	1	2
ENSG00000257780	816	0	0	0	0	0	0	0	0
ENSG00000257023	862	0	0	0	0	0	0	0	0
ENSG00000258368	223	0	0	0	0	0	0	0	0
ENSG00000257572	1075	0	0	0	0	0	0	0	0
ENSG00000256994	1543	0	0	0	0	0	0	0	0
ENSG00000257932	562	0	0	0	0	0	0	0	0
ENSG00000257298	4713	1	3	0	3	0	0	0	1
ENSG00000213352	1007	1	0	0	0	2	0	0	0
ENSG00000258360	583	0	0	0	0	0	1	0	0
ENSG00000257230	583	0	0	0	0	0	0	0	0
ENSG00000258331	836	0	0	0	0	0	0	0	0
ENSG00000258231	1729	0	0	0	0	0	0	0	0
ENSG00000257880	477	0	0	0	0	0	0	0	0
ENSG00000139117	5120	315	276	79	367	364	295	322	523
ENSG00000161798	1884	0	1	0	0	1	0	0	1
ENSG00000287442	970	0	0	0	0	0	0	0	0
ENSG00000139610	953	0	0	0	0	0	0	0	0
ENSG00000257687	130	0	0	0	0	0	0	0	0
ENSG00000257343	495	0	0	0	0	0	0	0	0
ENSG00000139239	645	0	2	0	1	6	0	3	3
ENSG00000257576	1702	14	16	0	15	14	10	10	18
ENSG00000152556	7246	84	92	13	104	109	71	82	143
ENSG00000286402	4425	0	0	0	0	0	0	0	0
ENSG00000170545	3083	127	144	23	143	134	100	119	217
ENSG00000256372	387	0	0	0	0	0	1	0	0
ENSG00000258036	989	0	0	0	0	0	0	0	0
ENSG00000258316	1126	0	0	0	1	1	1	0	0
ENSG00000258119	723	0	0	0	0	0	0	0	0
ENSG00000257675	1352	0	0	0	1	2	0	0	0
ENSG00000257664	491	0	0	0	0	0	0	0	0
ENSG00000174718	6646	643	712	178	554	548	503	482	887
ENSG00000274979	5309	4	2	2	2	2	2	4	6
ENSG00000257864	573	0	0	0	0	0	0	0	0
ENSG00000257779	327	0	0	0	1	0	0	0	0
ENSG00000233560	1433	2	2	0	1	3	2	2	7
ENSG00000258074	636	0	0	0	0	0	0	0	0
ENSG00000257784	1725	0	0	0	0	0	0	0	0
ENSG00000165966	4872	0	0	0	0	0	0	0	0
ENSG00000273805	1315	0	0	0	0	0	0	0	1
ENSG00000257634	700	0	0	0	0	0	0	0	0
ENSG00000257807	1034	0	0	0	0	0	0	0	0
ENSG00000152944	3632	237	210	42	216	211	180	207	400
ENSG00000276390	517	1	1	0	3	0	0	2	1
ENSG00000257378	560	0	0	0	0	0	0	0	0
ENSG00000257865	311	0	0	0	0	0	0	0	0
ENSG00000139624	6766	156	104	21	156	173	96	143	248
ENSG00000173451	5240	37	33	9	26	28	24	18	46
ENSG00000213272	800	0	0	0	0	0	0	0	1
ENSG00000258096	627	0	0	0	1	0	0	0	0
ENSG00000118596	13703	71	82	21	113	93	82	70	130
ENSG00000286563	1743	0	1	1	0	1	0	0	0
ENSG00000257125	433	0	0	0	1	0	0	0	0
ENSG00000285528	2246	0	0	0	0	0	0	0	0
ENSG00000257364	773	0	0	0	0	0	0	0	0
ENSG00000257265	541	0	0	0	0	0	0	0	0
ENSG00000256075	1162	0	0	0	0	0	0	0	0
ENSG00000258245	303	2	0	0	2	1	1	2	1
ENSG00000076067	8914	79	80	27	89	96	78	80	112
ENSG00000234925	475	0	0	0	0	0	0	0	0
ENSG00000257531	354	0	2	0	1	0	1	1	0
ENSG00000256037	604	1	1	0	0	1	0	0	0
ENSG00000257159	633	0	0	0	0	0	0	0	0
ENSG00000257165	718	0	0	0	0	0	0	0	0
ENSG00000066117	4903	401	400	85	372	403	314	391	626
ENSG00000257808	481	0	0	0	0	0	2	0	1
ENSG00000188646	368	0	0	0	0	0	0	0	0
ENSG00000175215	5432	920	945	230	774	791	840	934	1455
ENSG00000255745	2525	0	0	0	0	0	0	0	0
ENSG00000166896	3327	31	26	3	29	27	29	37	57
ENSG00000058272	11864	423	373	91	356	390	328	355	603
ENSG00000250517	3350	0	0	0	0	0	0	0	0
ENSG00000139626	4451	62	47	10	55	56	57	62	102
ENSG00000245651	5859	0	0	1	1	0	0	1	0
ENSG00000139291	6494	365	335	54	336	358	314	309	552
ENSG00000256879	525	0	0	0	0	0	0	0	0
ENSG00000257858	861	0	0	0	0	0	0	0	0
ENSG00000256070	1108	0	0	0	0	0	0	0	1
ENSG00000258077	1385	0	0	0	0	0	0	0	1
ENSG00000279444	333	0	0	0	0	1	1	0	0
ENSG00000161638	7383	662	541	152	587	627	488	567	1021
ENSG00000111058	18465	839	895	165	719	660	663	672	1135
ENSG00000257557	3234	2	7	0	3	8	3	4	8
ENSG00000161800	4487	39	39	3	59	52	46	41	83
ENSG00000257905	233	0	0	0	0	0	0	0	0
ENSG00000257475	536	2	1	2	5	6	1	4	5
ENSG00000213270	860	0	0	0	0	1	0	0	0
ENSG00000255970	3135	0	0	0	0	0	1	0	0
ENSG00000257308	1779	0	0	0	0	0	0	0	0
ENSG00000258320	1386	0	0	0	0	0	0	0	0
ENSG00000258088	742	0	0	0	0	0	1	0	1
ENSG00000167779	1346	16	15	0	28	31	19	26	45
ENSG00000286043	1034	0	0	0	0	0	0	0	0
ENSG00000172867	2569	0	0	0	0	0	0	0	0
ENSG00000258214	348	0	0	0	0	0	0	0	0
ENSG00000276727	701	2	1	0	1	1	1	0	0
ENSG00000177425	11530	495	512	97	418	405	414	356	648
ENSG00000258090	724	0	0	0	0	0	0	0	0
ENSG00000111110	7164	132	138	35	124	117	133	155	235
ENSG00000258271	430	0	0	0	0	1	0	0	0
ENSG00000135472	6057	0	0	0	1	0	0	0	1
ENSG00000270858	844	0	0	0	0	0	1	2	2
ENSG00000257668	967	0	0	0	0	0	0	0	0
ENSG00000139644	6186	13058	12047	2060	13805	13737	12341	13240	21309
ENSG00000257332	933	0	0	0	0	0	0	0	0
ENSG00000258071	489	0	0	0	0	0	0	0	0
ENSG00000258170	459	0	0	0	0	0	0	0	0
ENSG00000257998	814	0	0	0	0	0	0	0	0
ENSG00000110934	3986	13	7	1	8	16	8	12	20
ENSG00000127325	6863	0	0	0	0	0	0	0	0
ENSG00000139629	7347	33	24	3	12	17	25	21	52
ENSG00000133639	4855	2509	2467	427	2569	2489	2026	2090	3721
ENSG00000257677	1059	0	0	0	0	0	0	0	0
ENSG00000286576	578	0	0	0	0	0	0	0	1
ENSG00000257235	535	0	0	0	0	0	0	0	0
ENSG00000257400	420	0	0	0	0	0	0	1	0
ENSG00000111605	8050	334	377	60	370	386	366	404	674
ENSG00000256393	78	1	2	0	3	1	1	3	2
ENSG00000258035	3109	0	0	0	1	0	0	0	0
ENSG00000288102	872	0	0	0	0	0	0	0	0
ENSG00000257802	1201	0	0	0	0	0	0	0	0
ENSG00000258365	1116	4	2	0	5	5	0	3	3
ENSG00000285191	538	0	0	0	0	0	0	0	0
ENSG00000258292	393	1	0	0	0	0	0	0	0
ENSG00000257953	610	0	0	0	0	0	0	0	0
ENSG00000258016	275	11	10	2	13	17	23	19	32
ENSG00000258312	521	0	0	0	0	0	0	0	0
ENSG00000257454	544	0	0	0	0	0	0	0	0
ENSG00000257239	499	0	0	0	0	0	0	0	0
ENSG00000256917	177	0	0	0	0	0	0	0	0
ENSG00000286591	2108	0	0	0	0	0	0	0	0
ENSG00000133640	8793	0	0	0	1	1	0	0	1
ENSG00000257666	521	0	0	0	0	0	0	0	0
ENSG00000257183	529	0	0	0	0	0	0	0	0
ENSG00000153233	5037	0	0	0	0	1	0	0	0
ENSG00000258846	1362	0	0	0	1	0	0	0	0
ENSG00000203585	2954	0	0	0	0	0	0	0	0
ENSG00000258338	742	0	0	0	0	0	0	0	0
ENSG00000172819	5127	2	9	1	4	3	8	5	5
ENSG00000279505	117	0	0	0	0	0	0	0	0
ENSG00000258066	376	0	0	0	0	0	0	0	0
ENSG00000258303	779	0	3	0	1	1	1	1	2
ENSG00000090382	1724	116	58	8	102	144	118	144	192
ENSG00000067798	13278	1	2	0	12	2	4	3	5
ENSG00000257477	454	0	0	0	0	0	0	0	0
ENSG00000175782	23252	174	154	24	161	179	141	172	251
ENSG00000271142	658	0	0	0	0	1	0	0	0
ENSG00000166211	1217	0	0	0	0	0	0	0	0
ENSG00000257837	277	0	0	0	0	0	0	0	0
ENSG00000271496	205	0	0	0	0	0	0	0	0
ENSG00000257194	926	0	0	0	1	0	0	0	0
ENSG00000258048	354	2	0	0	1	3	1	2	1
ENSG00000258162	9191	0	1	0	0	0	0	0	0
ENSG00000258336	777	0	0	0	0	0	0	0	0
ENSG00000257434	3188	0	0	0	1	0	0	1	0
ENSG00000185958	8296	2	1	0	0	0	1	0	0
ENSG00000283422	2982	0	0	0	0	0	0	0	0
ENSG00000274021	2257	9	11	0	10	8	10	4	12
ENSG00000257256	325	0	0	0	0	0	0	0	0
ENSG00000258357	780	0	0	0	1	0	0	2	0
ENSG00000274902	444	1	1	0	0	0	1	4	1
ENSG00000277130	682	0	0	0	4	1	2	2	5
ENSG00000258084	3246	0	0	0	0	0	1	1	0
ENSG00000180318	1332	0	0	0	0	0	0	0	0
ENSG00000257787	979	0	0	0	0	0	0	0	0
ENSG00000257729	1065	0	0	0	0	0	0	0	0
ENSG00000197651	3244	0	0	0	0	0	0	0	0
ENSG00000258064	771	0	0	0	0	0	0	0	0
ENSG00000167768	2488	0	0	0	0	0	0	0	0
ENSG00000171310	6492	34	22	7	31	31	20	24	64
ENSG00000257431	3141	0	0	0	0	0	0	0	0
ENSG00000258135	2459	0	0	0	0	0	0	0	0
ENSG00000257818	1089	2	0	1	3	1	0	0	0
ENSG00000257113	280	0	0	0	0	0	0	0	0
ENSG00000257202	564	0	0	0	0	0	0	0	0
ENSG00000256355	715	0	0	0	0	0	0	0	0
ENSG00000257741	1790	0	0	0	0	0	0	0	0
ENSG00000066084	10351	773	786	210	606	671	601	622	1241
ENSG00000242922	478	0	0	0	0	0	0	0	0
ENSG00000135655	19418	663	714	143	761	637	619	638	1010
ENSG00000186666	3694	39	43	4	36	37	43	31	71
ENSG00000258068	565	0	0	0	0	0	0	0	0
ENSG00000139287	6929	0	0	0	0	0	0	1	0
ENSG00000257580	609	0	0	0	0	0	0	0	0
ENSG00000257283	540	0	0	0	0	0	0	0	0
ENSG00000288530	527	0	0	0	0	0	0	0	0
ENSG00000240087	888	5	7	1	7	11	11	9	17
ENSG00000133773	3518	211	197	15	194	230	162	211	353
ENSG00000257943	3173	2	0	2	0	0	1	1	0
ENSG00000257219	2108	6	6	0	5	7	3	4	7
ENSG00000257835	652	0	0	0	0	0	0	0	0
ENSG00000257790	1213	13	15	2	27	15	10	17	16
ENSG00000257824	577	0	0	0	0	0	0	0	0
ENSG00000050438	17920	4	2	0	3	2	0	5	5
ENSG00000246985	4441	2	5	0	3	5	5	4	7
ENSG00000111530	13580	846	887	174	906	929	806	787	1394
ENSG00000271272	732	0	0	0	0	0	0	0	0
ENSG00000258057	5299	3	0	0	1	3	0	2	4
ENSG00000136010	9493	6	11	0	41	5	11	12	17
ENSG00000079337	12106	13	13	1	11	7	6	8	13
ENSG00000275481	3271	1	1	2	0	1	0	2	4
ENSG00000257746	2985	0	0	0	0	0	0	0	0
ENSG00000111581	8103	186	222	34	206	217	173	176	324
ENSG00000167780	2073	25	15	5	25	27	32	20	55
ENSG00000258375	1125	0	0	0	0	0	0	0	0
ENSG00000139318	3859	1356	1243	221	741	564	658	573	1177
ENSG00000258044	667	0	0	0	0	0	0	0	0
ENSG00000127720	3644	51	32	9	41	49	33	31	51
ENSG00000241825	679	0	0	0	0	0	0	1	0
ENSG00000257124	569	0	0	0	0	0	0	0	0
ENSG00000111145	4644	55	64	12	53	67	66	63	98
ENSG00000151572	4997	0	0	0	0	2	0	0	1
ENSG00000286259	2828	0	0	0	0	0	0	0	0
ENSG00000180263	10044	196	193	52	174	172	150	147	255
ENSG00000257764	599	0	0	0	0	0	1	2	1
ENSG00000258815	519	1	0	0	0	0	0	0	0
ENSG00000257515	577	0	0	0	0	0	0	0	0
ENSG00000196091	7455	2	0	0	0	0	1	0	0
ENSG00000257747	1375	0	0	0	0	0	0	0	0
ENSG00000236349	1296	10	16	2	16	10	9	11	17
ENSG00000257438	753	0	0	0	0	0	0	0	0
ENSG00000256172	741	0	0	0	0	0	0	0	0
ENSG00000259125	879	0	1	0	0	0	0	0	1
ENSG00000257879	1010	0	0	0	0	0	0	0	0
ENSG00000257119	348	1	0	0	0	0	0	0	0
ENSG00000059758	6467	228	244	46	167	207	185	158	291
ENSG00000258026	904	0	0	0	0	0	0	0	0
ENSG00000241917	459	0	0	0	0	0	0	0	0
ENSG00000255772	715	0	0	0	0	0	0	0	0
ENSG00000111647	6646	647	627	143	644	642	606	598	1052
ENSG00000174600	5666	11	14	2	6	22	11	12	23
ENSG00000288092	402	0	0	0	0	0	0	0	0
ENSG00000120860	2654	211	178	21	228	201	179	229	337
ENSG00000278896	2523	2	0	3	0	2	2	2	1
ENSG00000253719	7596	543	551	100	561	520	528	556	965
ENSG00000256614	478	1	0	0	0	0	0	0	0
ENSG00000111670	9774	499	437	108	431	398	391	455	655
ENSG00000257609	679	0	0	0	0	0	0	0	0
ENSG00000084110	5146	465	461	83	481	536	417	487	800
ENSG00000257539	1805	0	1	1	2	4	1	3	0
ENSG00000257528	1455	1	0	0	0	0	0	0	0
ENSG00000257682	729	0	0	0	0	0	0	0	0
ENSG00000111275	9723	5614	5448	770	4960	5342	5780	6532	9984
ENSG00000189182	4013	0	0	0	0	0	0	0	0
ENSG00000139354	7425	133	143	33	130	112	119	89	180
ENSG00000258086	546	1	0	0	2	1	1	0	2
ENSG00000257467	2030	1	0	0	0	0	1	1	0
ENSG00000064115	5504	2152	1841	304	2147	2306	1767	2050	3300
ENSG00000271382	2773	0	0	0	0	2	1	1	1
ENSG00000243071	480	0	0	0	0	0	0	0	1
ENSG00000270506	484	0	0	0	0	0	0	0	0
ENSG00000257875	493	0	0	0	0	0	1	1	0
ENSG00000242850	445	0	0	0	0	0	0	0	0
ENSG00000166226	4230	1475	1434	194	1661	1694	1289	1420	2387
ENSG00000179104	8323	20	12	1	20	13	9	15	32
ENSG00000258018	4898	0	0	0	0	0	0	0	0
ENSG00000136044	5088	336	288	46	322	345	274	331	555
ENSG00000257512	1133	7	6	1	7	8	3	7	3
ENSG00000256915	1337	0	0	0	0	0	0	0	0
ENSG00000258359	511	1	0	0	1	0	1	1	2
ENSG00000256325	374	5	0	3	6	3	6	1	9
ENSG00000057704	6512	282	240	58	335	357	292	295	470
ENSG00000256077	574	0	0	0	0	0	0	0	0
ENSG00000237766	1125	0	0	0	0	0	0	0	0
ENSG00000258102	1925	68	54	11	61	54	50	71	112
ENSG00000257169	377	0	0	0	1	0	0	0	0
ENSG00000256678	469	1	0	0	0	0	0	0	0
ENSG00000257253	722	0	0	0	0	0	0	0	0
ENSG00000227423	905	0	0	0	0	0	0	0	0
ENSG00000151233	7492	320	336	64	373	379	308	362	628
ENSG00000012822	8898	351	310	71	336	367	319	383	646
ENSG00000257849	256	0	0	0	0	0	0	0	0
ENSG00000257979	214	0	0	0	0	0	0	0	0
ENSG00000279190	4547	0	0	0	0	0	0	0	0
ENSG00000240631	353	0	0	0	0	0	0	0	0
ENSG00000080371	16048	783	755	172	658	671	703	689	1185
ENSG00000257629	219	0	0	0	0	0	0	0	0
ENSG00000287957	3876	0	0	0	1	0	1	0	0
ENSG00000257519	553	0	0	0	0	0	0	0	0
ENSG00000214198	6495	2	2	0	1	5	2	1	11
ENSG00000257514	699	0	0	0	0	0	0	0	0
ENSG00000257128	465	0	0	0	0	0	0	0	0
ENSG00000257855	362	0	0	0	0	0	0	0	0
ENSG00000257517	435	0	0	0	0	0	0	0	0
ENSG00000258193	331	0	0	0	0	0	0	0	0
ENSG00000257360	1261	0	0	0	0	0	0	0	0
ENSG00000257587	342	0	0	0	0	0	0	0	0
ENSG00000165972	4957	1	2	0	3	0	3	1	5
ENSG00000286903	1301	0	3	0	0	0	1	0	0
ENSG00000257325	386	0	0	0	0	0	0	0	0
ENSG00000182379	2151	3	8	2	15	5	4	3	15
ENSG00000243164	374	0	0	0	0	0	0	0	0
ENSG00000111252	5707	1128	1119	303	853	841	1053	1077	1759
ENSG00000286069	3591	0	0	0	1	1	0	0	0
ENSG00000139651	9060	113	143	24	106	122	118	132	217
ENSG00000256750	1057	0	0	0	0	0	0	0	0
ENSG00000257611	2434	0	1	0	0	0	0	0	0
ENSG00000257803	1454	1	1	1	1	1	2	1	2
ENSG00000257761	2606	0	0	0	0	0	0	0	0
ENSG00000196243	1406	0	0	0	0	0	0	0	0
ENSG00000258358	1254	0	0	0	0	0	0	0	0
ENSG00000012504	3628	724	680	88	840	849	670	718	1205
ENSG00000239201	478	0	0	0	0	0	0	0	0
ENSG00000286056	2323	0	0	0	0	0	0	0	0
ENSG00000258033	1256	2	1	0	0	1	0	0	3
